класс;код;внешний код;наименование;лежит;по ТК должно быть
струйное/лазерное: не та подпапка;5021bs;5021;Картридж Blossom BS-T7541 для Epson WorkForce Pro WF-8090DW/WF-8590DWF, black, 10000 стр.;Картриджи/Картриджи Epson/струйные epson;Картриджи/Картриджи Epson
струйное/лазерное: не та подпапка;5022bs;5022;Картридж Blossom BS-T7542 для Epson WorkForce Pro WF-8090DW/WF-8590DWF, cyan, 7000 стр.;Картриджи/Картриджи Epson/струйные epson;Картриджи/Картриджи Epson
струйное/лазерное: не та подпапка;5023bs;5023;Картридж Blossom BS-T7543 для Epson WorkForce Pro WF-8090DW/WF-8590DWF, magenta, 7000 стр.;Картриджи/Картриджи Epson/струйные epson;Картриджи/Картриджи Epson
струйное/лазерное: не та подпапка;5024bs;5024;Картридж Blossom BS-T7544 для Epson WorkForce Pro WF-8090DW/WF-8590DWF, yellow, 7000 стр.;Картриджи/Картриджи Epson/струйные epson;Картриджи/Картриджи Epson
струйное/лазерное: не та подпапка;5225at;5225;Чернила для Epson C13T06C14A  EcoTank L6550/6570/11160/15150/15160 112 Cyan 70 ml AQUAMARINE;Картриджи/Картриджи Epson;Картриджи/Картриджи Epson/струйные epson
струйное/лазерное: не та подпапка;5225cs;5225;Чернила Cactus CS-EPT06C24 112C голубой пигментный 70мл для Epson L6550/6570/11160/15150/15160;Картриджи/Картриджи Epson;Картриджи/Картриджи Epson/струйные epson
струйное/лазерное: не та подпапка;5225cs;5225;Чернила G&G GG-C13T06C24A №112 голубой пигментный70мл для Epson L6550/6570/11160/15150/15160;Картриджи/Картриджи Epson;Картриджи/Картриджи Epson/струйные epson
струйное/лазерное: не та подпапка;5226at;5226;Чернила для Epson C13T06C14A  EcoTank L6550/6570/11160/15150/15160 112 Magenta 70 ml AQUAMARINE;Картриджи/Картриджи Epson;Картриджи/Картриджи Epson/струйные epson
струйное/лазерное: не та подпапка;5226cs;5226;Чернила Cactus CS-EPT06C34 112M C13T06C34A пурпурный пигментный 70мл для Epson L6550/6570/11160/15150/15160;Картриджи/Картриджи Epson;Картриджи/Картриджи Epson/струйные epson
струйное/лазерное: не та подпапка;5226cs;5226;Чернила G&G GG-C13T06C34A №112 пурпурный пигментный70мл для Epson L6550/6570/11160/15150/15160;Картриджи/Картриджи Epson;Картриджи/Картриджи Epson/струйные epson
струйное/лазерное: не та подпапка;5227sk;5227;C13T06C44A (112 Y) контейнер с чернилами Sakura для Epson, желтый, 100 мл.;Картриджи/Картриджи Epson/струйные epson;Картриджи/Картриджи Epson
струйное/лазерное: не та подпапка;5228at;5228;Набор чернил для Epson Multipack 112 CMY BK 4x70 ml AQUAMARINE (Совместимый);Картриджи/Картриджи Epson;Картриджи/Картриджи Epson/струйные epson
струйное/лазерное: не та подпапка;5413bt;5413;Чернила Canon Pixma G1420/G2420/G3420 GI-41BK Black (6k/135мл) dye;Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5413cs;5413;Чернила Cactus CS-GI41PGBK GI-41 PGBK черный пигментный 140мл для Canon PIXMA G1420/G2420/G2460/G3420/G3460;Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5413cs;5413;Чернила G&G GG-GI-41BK черный140мл для Canon PIXMA G1420/G2420/G2460/G3420/G3460;Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5414cs;5414;Чернила Cactus CS-GI41C GI-41 C голубой 70мл для Canon PIXMA G1420/G2420/G2460/G3420/G3460;Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5415cs;5415;Чернила Cactus CS-GI41M GI-41 M пурпурный 70мл для Canon PIXMA G1420/G2420/G2460/G3420/G3460;Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5416cs;5416;Чернила Cactus CS-GI41Y GI-41 Y желтый 70мл для Canon PIXMA G1420/G2420/G2460/G3420/G3460;Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5417at;5417;Набор чернил для Canon Multipack GI41 CMY BK  3x70 ml  BK 1x140ml AQUAMARINE (Совместимый);Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5417cs;5417;Чернила Cactus CS-GI41PGBK/C/M/Y голубой/пурпурный/желтый/черный для Canon PIXMA G1420/G2420/G2460/G3420/G3460;Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5430pl;5430;Комплект струйных картриджей PL-3YM62AE/3YM63AE (305XL) для принтеров HP DeskJet 2300-ser/2320/2700-ser/2710/2720/2721/2723/4100-ser/4120/4122/4130/ENVY-6000-ser/6420/6422/6430/6432/6452/6454/6455/6458/6475 с чернилами Black/Color 2*18 ml ProfiLine;Картриджи/Картриджи HP;Картриджи/Картриджи HP/струйные hp
струйное/лазерное: не та подпапка;5472sf;5472;Картридж CANON BCI-6C  PIXMA  iP3000/P4000/P4000R/iP5000/iP6000D cyan SuperFine;Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5474sf;5474;Картридж CANON BCI-6M  PIXMA  iP3000/P4000/P4000R/iP5000/iP6000D magenta SuperFine;Картриджи/Картриджи Canon/струйные canon;Картриджи/Картриджи Canon
струйное/лазерное: не та подпапка;5474t2;5474;IC-CBCI-6M Картридж T2 для Canon S800/900/i865/905D/PIXMA iP4000/5000/MP750/780, пурпурный;Картриджи/Картриджи Canon/струйные canon;Картриджи/Картриджи Canon
струйное/лазерное: не та подпапка;5533spb;5533;Набор картриджей PFI-300 для Canon imagePROGRAF-PRO-300;Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5534at;5534;Картридж для Canon PFI-300C imagePROGRAF-PRO-300 Cyan AQUAMARINE (Совместимый);Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5535at;5535;Картридж для Canon PFI-300CO imagePROGRAF-PRO-300 Chroma Optimizer AQUAMARINE (Совместимый);Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5536at;5536;Картридж для Canon PFI-300GY imagePROGRAF-PRO-300 Gray AQUAMARINE (Совместимый);Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5537at;5537;Картридж для Canon PFI-300M imagePROGRAF-PRO-300 Magenta AQUAMARINE (Совместимый);Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
струйное/лазерное: не та подпапка;5538at;5538;Картридж для Canon PFI-300MBK imagePROGRAF-PRO-300 Matte Black AQUAMARINE (Совместимый);Картриджи/Картриджи Canon;Картриджи/Картриджи Canon/струйные canon
